    #   e/T^4            T/Tc         T (MeV)           s/T^3           p/T^4            cs^2
    4.996668       29.111111     7860.000000        6.653232        1.656564        0.331812
    4.996730       29.148148     7870.000000        6.653321        1.656592        0.331813
    4.996791       29.185185     7880.000000        6.653410        1.656619        0.331813
    4.996853       29.222222     7890.000000        6.653499        1.656647        0.331814
    4.996914       29.259259     7900.000000        6.653588        1.656674        0.331814
    4.996975       29.296296     7910.000000        6.653676        1.656701        0.331814
    4.997036       29.333333     7920.000000        6.653764        1.656728        0.331815
    4.997096       29.370370     7930.000000        6.653852        1.656755        0.331815
    4.997157       29.407407     7940.000000        6.653939        1.656782        0.331815
    4.997217       29.444444     7950.000000        6.654026        1.656809        0.331816
    4.997277       29.481481     7960.000000        6.654113        1.656836        0.331816
    4.997337       29.518519     7970.000000        6.654199        1.656862        0.331817
    4.997397       29.555556     7980.000000        6.654286        1.656889        0.331817
    4.997456       29.592593     7990.000000        6.654372        1.656915        0.331817
    4.997516       29.629630     8000.000000        6.654457        1.656941        0.331818
    4.997575       29.666667     8010.000000        6.654543        1.656968        0.331818
    4.997634       29.703704     8020.000000        6.654628        1.656994        0.331819
    4.997693       29.740741     8030.000000        6.654713        1.657020        0.331819
    4.997752       29.777778     8040.000000        6.654797        1.657046        0.331820
    4.997810       29.814815     8050.000000        6.654882        1.657072        0.331820
    4.997868       29.851852     8060.000000        6.654966        1.657098        0.331820
    4.997926       29.888889     8070.000000        6.655050        1.657123        0.331821
    4.997984       29.925926     8080.000000        6.655133        1.657149        0.331821
    4.998042       29.962963     8090.000000        6.655217        1.657175        0.331822
    4.998100       30.000000     8100.000000        6.655300        1.657200        0.331822
    4.998176       30.037037     8110.000000        6.655410        1.657234        0.331938
    4.998251       30.074074     8120.000000        6.655520        1.657268        0.331939
    4.998327       30.111111     8130.000000        6.655629        1.657303        0.331941
    4.998402       30.148148     8140.000000        6.655739        1.657337        0.331942
    4.998477       30.185185     8150.000000        6.655848        1.657371        0.331943
    4.998552       30.222222     8160.000000        6.655956        1.657404        0.331944
    4.998627       30.259259     8170.000000        6.656065        1.657438        0.331945
    4.998701       30.296296     8180.000000        6.656173        1.657472        0.331946
    4.998776       30.333333     8190.000000        6.656281        1.657506        0.331947
    4.998850       30.370370     8200.000000        6.656389        1.657539        0.331948
    4.998924       30.407407     8210.000000        6.656497        1.657573        0.331949
    4.998998       30.444444     8220.000000        6.656604        1.657606        0.331950
    4.999072       30.481481     8230.000000        6.656712        1.657639        0.331952
    4.999146       30.518519     8240.000000        6.656818        1.657673        0.331953
    4.999219       30.555556     8250.000000        6.656925        1.657706        0.331954
    4.999293       30.592593     8260.000000        6.657032        1.657739        0.331955
    4.999366       30.629630     8270.000000        6.657138        1.657772        0.331956
    4.999439       30.666667     8280.000000        6.657244        1.657805        0.331957
    4.999512       30.703704     8290.000000        6.657350        1.657838        0.331958
    4.999585       30.740741     8300.000000        6.657455        1.657870        0.331959
    4.999657       30.777778     8310.000000        6.657560        1.657903        0.331960
    4.999730       30.814815     8320.000000        6.657666        1.657936        0.331961
    4.999802       30.851852     8330.000000        6.657770        1.657968        0.331962
    4.999874       30.888889     8340.000000        6.657875        1.658001        0.331963
    4.999946       30.925926     8350.000000        6.657979        1.658033        0.331964
    5.000018       30.962963     8360.000000        6.658084        1.658066        0.331965
    5.000090       31.000000     8370.000000        6.658188        1.658098        0.331966
    5.000161       31.037037     8380.000000        6.658291        1.658130        0.331967
    5.000233       31.074074     8390.000000        6.658395        1.658162        0.331968
    5.000304       31.111111     8400.000000        6.658498        1.658194        0.331969
    5.000375       31.148148     8410.000000        6.658601        1.658226        0.331970
    5.000446       31.185185     8420.000000        6.658704        1.658258        0.331971
    5.000517       31.222222     8430.000000        6.658806        1.658290        0.331972
    5.000588       31.259259     8440.000000        6.658909        1.658321        0.331973
    5.000658       31.296296     8450.000000        6.659011        1.658353        0.331974
    5.000728       31.333333     8460.000000        6.659113        1.658384        0.331975
    5.000799       31.370370     8470.000000        6.659215        1.658416        0.331976
    5.000869       31.407407     8480.000000        6.659316        1.658447        0.331977
    5.000939       31.444444     8490.000000        6.659417        1.658479        0.331978
    5.001008       31.481481     8500.000000        6.659518        1.658510        0.331979
    5.001078       31.518519     8510.000000        6.659619        1.658541        0.331979
    5.001148       31.555556     8520.000000        6.659720        1.658572        0.331980
    5.001217       31.592593     8530.000000        6.659820        1.658603        0.331981
    5.001286       31.629630     8540.000000        6.659920        1.658634        0.331982
    5.001355       31.666667     8550.000000        6.660020        1.658665        0.331983
    5.001424       31.703704     8560.000000        6.660120        1.658696        0.331984
    5.001493       31.740741     8570.000000        6.660220        1.658727        0.331985
    5.001562       31.777778     8580.000000        6.660319        1.658757        0.331986
    5.001630       31.814815     8590.000000        6.660418        1.658788        0.331987
    5.001698       31.851852     8600.000000        6.660517        1.658819        0.331988
    5.001767       31.888889     8610.000000        6.660616        1.658849        0.331988
    5.001835       31.925926     8620.000000        6.660714        1.658879        0.331989
    5.001903       31.962963     8630.000000        6.660812        1.658910        0.331990
    5.001970       32.000000     8640.000000        6.660910        1.658940        0.331991
    5.002038       32.037037     8650.000000        6.661008        1.658970        0.331992
    5.002106       32.074074     8660.000000        6.661106        1.659000        0.331993
    5.002173       32.111111     8670.000000        6.661203        1.659030        0.331994
    5.002240       32.148148     8680.000000        6.661300        1.659060        0.331994
    5.002307       32.185185     8690.000000        6.661397        1.659090        0.331995
    5.002374       32.222222     8700.000000        6.661494        1.659120        0.331996
    5.002441       32.259259     8710.000000        6.661591        1.659150        0.331997
    5.002508       32.296296     8720.000000        6.661687        1.659179        0.331998
    5.002574       32.333333     8730.000000        6.661783        1.659209        0.331999
    5.002641       32.370370     8740.000000        6.661879        1.659239        0.331999
    5.002707       32.407407     8750.000000        6.661975        1.659268        0.332000
    5.002773       32.444444     8760.000000        6.662070        1.659297        0.332001
    5.002839       32.481481     8770.000000        6.662166        1.659327        0.332002
    5.002905       32.518519     8780.000000        6.662261        1.659356        0.332003
    5.002970       32.555556     8790.000000        6.662356        1.659385        0.332004
    5.003036       32.592593     8800.000000        6.662450        1.659414        0.332004
    5.003102       32.629630     8810.000000        6.662545        1.659443        0.332005
    5.003167       32.666667     8820.000000        6.662639        1.659472        0.332006
    5.003232       32.703704     8830.000000        6.662733        1.659501        0.332007
    5.003297       32.740741     8840.000000        6.662827        1.659530        0.332007
    5.003362       32.777778     8850.000000        6.662921        1.659559        0.332008
    5.003427       32.814815     8860.000000        6.663014        1.659588        0.332009
    5.003491       32.851852     8870.000000        6.663108        1.659616        0.332010
    5.003556       32.888889     8880.000000        6.663201        1.659645        0.332010
    5.003620       32.925926     8890.000000        6.663294        1.659673        0.332011
    5.003684       32.962963     8900.000000        6.663386        1.659702        0.332012
    5.003749       33.000000     8910.000000        6.663479        1.659730        0.332013
    5.003813       33.037037     8920.000000        6.663571        1.659759        0.332013
    5.003876       33.074074     8930.000000        6.663663        1.659787        0.332014
    5.003940       33.111111     8940.000000        6.663755        1.659815        0.332015
    5.004004       33.148148     8950.000000        6.663847        1.659843        0.332016
    5.004067       33.185185     8960.000000        6.663938        1.659871        0.332016
    5.004131       33.222222     8970.000000        6.664030        1.659899        0.332017
    5.004194       33.259259     8980.000000        6.664121        1.659927        0.332018
    5.004257       33.296296     8990.000000        6.664212        1.659955        0.332019
    5.004320       33.333333     9000.000000        6.664302        1.659983        0.332019
    5.004383       33.370370     9010.000000        6.664393        1.660010        0.332020
    5.004445       33.407407     9020.000000        6.664483        1.660038        0.332021
    5.004508       33.444444     9030.000000        6.664574        1.660066        0.332021
    5.004570       33.481481     9040.000000        6.664663        1.660093        0.332022
    5.004633       33.518519     9050.000000        6.664753        1.660121        0.332023
    5.004695       33.555556     9060.000000        6.664843        1.660148        0.332023
    5.004757       33.592593     9070.000000        6.664932        1.660175        0.332024
    5.004819       33.629630     9080.000000        6.665021        1.660203        0.332025
    5.004881       33.666667     9090.000000        6.665110        1.660230        0.332025
    5.004942       33.703704     9100.000000        6.665199        1.660257        0.332026
    5.005004       33.740741     9110.000000        6.665288        1.660284        0.332027
    5.005065       33.777778     9120.000000        6.665376        1.660311        0.332028
    5.005127       33.814815     9130.000000        6.665465        1.660338        0.332028
    5.005188       33.851852     9140.000000        6.665553        1.660365        0.332029
    5.005249       33.888889     9150.000000        6.665641        1.660392        0.332029
    5.005310       33.925926     9160.000000        6.665728        1.660419        0.332030
    5.005371       33.962963     9170.000000        6.665816        1.660445        0.332031
    5.005431       34.000000     9180.000000        6.665903        1.660472        0.332031
    5.005492       34.037037     9190.000000        6.665990        1.660499        0.332032
    5.005552       34.074074     9200.000000        6.666077        1.660525        0.332033
    5.005613       34.111111     9210.000000        6.666164        1.660552        0.332033
    5.005673       34.148148     9220.000000        6.666251        1.660578        0.332034
    5.005733       34.185185     9230.000000        6.666337        1.660604        0.332035
    5.005793       34.222222     9240.000000        6.666423        1.660631        0.332035
    5.005853       34.259259     9250.000000        6.666509        1.660657        0.332036
    5.005912       34.296296     9260.000000        6.666595        1.660683        0.332036
    5.005972       34.333333     9270.000000        6.666681        1.660709        0.332037
    5.006031       34.370370     9280.000000        6.666767        1.660735        0.332038
    5.006091       34.407407     9290.000000        6.666852        1.660761        0.332038
    5.006150       34.444444     9300.000000        6.666937        1.660787        0.332039
    5.006209       34.481481     9310.000000        6.667022        1.660813        0.332039
    5.006268       34.518519     9320.000000        6.667107        1.660839        0.332040
    5.006327       34.555556     9330.000000        6.667192        1.660864        0.332041
    5.006386       34.592593     9340.000000        6.667276        1.660890        0.332041
    5.006445       34.629630     9350.000000        6.667360        1.660916        0.332042
    5.006503       34.666667     9360.000000        6.667444        1.660941        0.332042
    5.006562       34.703704     9370.000000        6.667528        1.660967        0.332043
    5.006620       34.740741     9380.000000        6.667612        1.660992        0.332044
    5.006678       34.777778     9390.000000        6.667696        1.661018        0.332044
    5.006736       34.814815     9400.000000        6.667779        1.661043        0.332045
    5.006794       34.851852     9410.000000        6.667862        1.661068        0.332045
    5.006852       34.888889     9420.000000        6.667946        1.661093        0.332046
    5.006910       34.925926     9430.000000        6.668028        1.661119        0.332046
    5.006967       34.962963     9440.000000        6.668111        1.661144        0.332047
    5.007025       35.000000     9450.000000        6.668194        1.661169        0.332048
    5.007082       35.037037     9460.000000        6.668276        1.661194        0.332048
    5.007140       35.074074     9470.000000        6.668358        1.661219        0.332049
    5.007197       35.111111     9480.000000        6.668440        1.661244        0.332049
    5.007254       35.148148     9490.000000        6.668522        1.661268        0.332050
    5.007311       35.185185     9500.000000        6.668604        1.661293        0.332050
    5.007368       35.222222     9510.000000        6.668686        1.661318        0.332051
    5.007425       35.259259     9520.000000        6.668767        1.661342        0.332051
    5.007481       35.296296     9530.000000        6.668848        1.661367        0.332052
    5.007538       35.333333     9540.000000        6.668929        1.661392        0.332052
    5.007594       35.370370     9550.000000        6.669010        1.661416        0.332053
    5.007650       35.407407     9560.000000        6.669091        1.661441        0.332053
    5.007707       35.444444     9570.000000        6.669172        1.661465        0.332054
    5.007763       35.481481     9580.000000        6.669252        1.661489        0.332055
    5.007819       35.518519     9590.000000        6.669332        1.661513        0.332055
    5.007875       35.555556     9600.000000        6.669412        1.661538        0.332056
    5.007930       35.592593     9610.000000        6.669492        1.661562        0.332056
    5.007986       35.629630     9620.000000        6.669572        1.661586        0.332057
    5.008042       35.666667     9630.000000        6.669652        1.661610        0.332057
    5.008097       35.703704     9640.000000        6.669731        1.661634        0.332058
    5.008152       35.740741     9650.000000        6.669810        1.661658        0.332058
    5.008208       35.777778     9660.000000        6.669889        1.661682        0.332059
    5.008263       35.814815     9670.000000        6.669968        1.661706        0.332059
    5.008318       35.851852     9680.000000        6.670047        1.661729        0.332060
    5.008373       35.888889     9690.000000        6.670126        1.661753        0.332060
    5.008427       35.925926     9700.000000        6.670204        1.661777        0.332061
    5.008482       35.962963     9710.000000        6.670283        1.661800        0.332061
    5.008537       36.000000     9720.000000        6.670361        1.661824        0.332062
    5.008591       36.037037     9730.000000        6.670439        1.661848        0.332062
    5.008646       36.074074     9740.000000        6.670517        1.661871        0.332063
    5.008700       36.111111     9750.000000        6.670594        1.661894        0.332063
    5.008754       36.148148     9760.000000        6.670672        1.661918        0.332064
    5.008808       36.185185     9770.000000        6.670749        1.661941        0.332064
    5.008862       36.222222     9780.000000        6.670827        1.661964        0.332064
    5.008916       36.259259     9790.000000        6.670904        1.661988        0.332065
    5.008970       36.296296     9800.000000        6.670981        1.662011        0.332065
    5.009024       36.333333     9810.000000        6.671057        1.662034        0.332066
    5.009077       36.370370     9820.000000        6.671134        1.662057        0.332066
    5.009131       36.407407     9830.000000        6.671211        1.662080        0.332067
    5.009184       36.444444     9840.000000        6.671287        1.662103        0.332067
    5.009237       36.481481     9850.000000        6.671363        1.662126        0.332068
    5.009291       36.518519     9860.000000        6.671439        1.662149        0.332068
    5.009344       36.555556     9870.000000        6.671515        1.662171        0.332069
    5.009397       36.592593     9880.000000        6.671591        1.662194        0.332069
    5.009450       36.629630     9890.000000        6.671667        1.662217        0.332070
    5.009502       36.666667     9900.000000        6.671742        1.662240        0.332070
    5.009555       36.703704     9910.000000        6.671817        1.662262        0.332070
    5.009608       36.740741     9920.000000        6.671892        1.662285        0.332071
    5.009660       36.777778     9930.000000        6.671967        1.662307        0.332071
    5.009713       36.814815     9940.000000        6.672042        1.662330        0.332072
    5.009765       36.851852     9950.000000        6.672117        1.662352        0.332072
    5.009817       36.888889     9960.000000        6.672192        1.662374        0.332073
    5.009869       36.925926     9970.000000        6.672266        1.662397        0.332073
    5.009921       36.962963     9980.000000        6.672340        1.662419        0.332074
    5.009973       37.000000     9990.000000        6.672415        1.662441        0.332074
    5.010025       37.037037    10000.000000        6.672489        1.662463        0.332074
